Trial,Dose,Well,Minute,MD ,MV,TD
1,3,A3,1,0.046129217,1.383855634,80.818389
1,3,A3,2,0.040579833,1.217376207,72.110363
1,3,A3,3,0.029710965,0.891317748,48.815115
1,3,A3,4,0.033683233,1.010483318,44.461867
1,3,A3,5,0.031166806,0.934990185,55.695082
1,3,A3,6,0.150634622,4.518972749,255.928223
1,3,A3,7,0.189892596,5.696696875,337.818929
1,3,A3,8,0.204985075,6.149466873,365.078419
1,3,A3,9,0.211866228,6.355895789,375.850689
1,3,A3,10,0.184310472,5.529237499,327.151088
1,3,A3,11,0.135591846,4.067698263,242.031446
1,3,A3,12,0.121083389,3.632449349,215.891683
1,3,A3,13,0.084829719,2.544857096,150.148603
1,3,A3,14,0.076866237,2.305954851,136.745035
1,3,A3,15,0.042704789,1.281124541,75.801
1,3,A3,16,0.020889619,0.626680909,37.246191
1,3,A3,17,0.015217462,0.456517605,27.132734
1,3,A3,18,0.027031003,0.810918331,48.088155
1,3,A3,19,0.031975478,0.959249545,56.948327
1,3,A3,20,0.071403449,2.142075382,127.883578
1,3,A3,21,0.066592416,1.99774472,114.006217
1,3,A3,22,0.08457612,2.537248994,150.545493
1,3,A3,23,0.112121228,3.363589174,199.463665
1,3,A3,24,0.107872904,3.236140543,192.876752
1,3,A3,25,0.11412567,3.423722403,203.714321
1,3,A3,26,0.187475,5.624178462,4.87435
1,3,,,,,
1,3,A4,1,0.078552869,2.356553926,137.074756
1,3,A4,2,0.096617771,2.898492193,167.438598
1,3,A4,3,0.107808045,3.234198097,182.411212
1,3,A4,4,0.125842096,3.775207591,220.97872
1,3,A4,5,0.110327941,3.309792807,196.163079
1,3,A4,6,0.090232454,2.706935896,159.621212
1,3,A4,7,0.10917293,3.275140191,193.891124
1,3,A4,8,0.137813195,4.134341164,242.689037
1,3,A4,9,0.120319269,3.609526789,213.92766
1,3,A4,10,0.124184572,3.72548183,220.5518
1,3,A4,11,0.114828025,3.44479104,199.915591
1,3,A4,12,0.113321831,3.399609786,201.486215
1,3,A4,13,0.112573485,3.377156383,196.10301
1,3,A4,14,0.120451025,3.613481402,210.548391
1,3,A4,15,0.136100156,4.082945927,239.264075
1,3,A4,16,0.125279698,3.758338165,222.622023
1,3,A4,17,0.173264966,5.197880915,306.67899
1,3,A4,18,0.095404786,2.862104045,159.421398
1,3,A4,19,0.02485849,0.745744327,43.949811
1,3,A4,20,0.070685641,2.120538693,125.467013
1,3,A4,21,0.105708131,3.171200612,182.980774
1,3,A4,22,0.128815122,3.864399237,224.395942
1,3,A4,23,0.117363055,3.520843407,201.160276
1,3,A4,24,0.125687773,3.770579813,215.554531
1,3,A4,25,0.109312574,3.279330203,188.017627
1,3,A4,26,0.018283333,0.548489167,0.2194
1,3,,,,,
1,3,A5,1,0.146763603,4.402844498,255.80896
