Trail,Dose,Well,Minute,MD,MV,TD
3,1,A4,23,0.072677834,2.180305621,129.293867
3,1,A1,24,0.075242367,2.257239212,128.890175
2,1,A5,16,0.072304923,2.169117267,128.558153
3,1,A4,22,0.072541504,2.176214181,128.035755
2,1,A3,2,0.153757843,4.612666815,127.926525
2,1,B1,12,0.071232584,2.13695054,126.651534
2,1,B1,15,0.075301801,2.259022509,126.055215
2,1,B3,13,0.070513372,2.115369086,125.725342
3,1,A5,25,0.070753153,2.122565691,125.445341
2,1,A6,24,0.069243124,2.07726531,122.698815
2,1,A4,24,0.070740617,2.122187,122.381268
2,1,B1,24,0.068952334,2.068540643,122.183536
2,1,A6,2,0.116594158,3.49777756,121.374518
1,1,A3,12,0.067479784,2.024363821,120.451415
2,1,A4,15,0.071738144,2.152114136,120.376606
2,1,A6,12,0.067114423,2.013404201,119.329444
1,1,A2,6,0.067294996,2.018818132,119.246733
3,1,A2,14,0.066900321,2.006981735,119.149471
3,1,A1,10,0.066859474,2.005754879,118.675566
2,1,A4,10,0.067407022,2.022181114,118.636358
1,1,A2,9,0.069224938,2.076716538,118.582319
3,1,A1,20,0.087295384,2.618821483,117.761473
2,1,B2,6,0.067393837,2.021788248,117.737033
2,1,B5,5,0.06628904,1.988642546,117.663046
2,1,A6,22,0.065468471,1.964025615,117.057626
3,1,A5,23,0.065479081,1.964345897,116.028931
3,1,A1,9,0.068591329,2.057711257,115.64498
3,1,A4,10,0.064828005,1.944814518,115.069709
3,1,A1,19,0.064419718,1.932564712,114.151741
1,1,A4,6,0.063185288,1.895531862,112.343442
3,1,A1,18,0.063162059,1.894835619,112.175817
3,1,A1,12,0.062828151,1.884818058,111.959765
3,1,A5,17,0.062923053,1.887666504,111.940112
3,1,A1,11,0.062511018,1.875305011,111.894723
2,1,A6,4,0.078420453,2.352581778,111.592305
1,1,A6,15,0.062832376,1.884943531,111.401803
3,1,A5,24,0.062280806,1.868398505,111.233519
3,1,A4,1,0.062622854,1.87865923,110.654583
2,1,A6,13,0.061892204,1.856739165,110.477584
2,1,B1,7,0.06239215,1.871738332,110.371713
2,1,A6,1,0.063767882,1.913008028,109.935829
3,1,A5,16,0.061478818,1.844337963,109.555254
3,1,A2,18,0.061159775,1.834770039,109.231359
3,1,A2,21,0.064130054,1.923874104,108.123271
3,1,A5,15,0.060525898,1.815751906,107.675573
2,1,B1,6,0.060044836,1.801320281,106.699674
