Trail,Dose,Well,Minute,MD,MV,TD
1,2,B5,19,0.133653892,4.009558846,225.875077
1,2,B5,20,0.148220284,4.446547347,249.751179
1,2,B5,21,0.156111446,4.683274279,255.398325
1,2,B5,22,0.18211258,5.463296843,288.466327
1,2,B5,23,0.195744483,5.872256343,328.654987
1,2,B5,24,0.147610957,4.428264248,241.491525
1,2,B5,25,0.177263772,5.317842823,290.712586
1,2,B5,26,0.189353458,5.680537083,4.544483
,,,,,,
,,,,,,
1,2,B6,1,0.172324743,5.169667122,302.946899
1,2,B6,2,0.192058064,5.761660988,342.055412
1,2,B6,3,0.190382283,5.711387814,340.593905
1,2,B6,4,0.151193577,4.535747198,260.052953
1,2,B6,5,0.165523878,4.965643762,288.177072
1,2,B6,6,0.09922222,2.976623537,175.325663
1,2,B6,7,0.083405136,2.502116578,138.702741
1,2,B6,8,0.100800379,3.02396864,128.923685
1,2,B6,9,0.113458686,3.403711678,198.098865
1,2,B6,10,0.116915343,3.507409297,199.691405
1,2,B6,11,0.206102222,6.182984442,302.970266
1,2,B6,12,0.197338732,5.920072083,298.376163
1,2,B6,13,0.20487937,6.146290329,336.207046
1,2,B6,14,0.228982681,6.869383465,399.116813
1,2,B6,15,0.218778695,6.563269931,348.295683
1,2,B6,16,0.148112855,4.443331054,255.7909
1,2,B6,17,0.114406852,3.432156061,195.750123
1,2,B6,18,0.116150515,3.484468921,199.198133
1,2,B6,19,0.118966244,3.568937234,208.190927
1,2,B6,20,0.131283677,3.938454804,227.383328
1,2,B6,21,0.232528254,6.975753609,365.999472
1,2,B6,22,0.208131079,6.243850296,309.699045
1,2,B6,23,0.213929202,6.417785275,335.01313
1,2,B6,24,0.225230352,6.756816186,350.233198
1,2,B6,25,0.206984729,6.209456313,339.66194
1,2,B6,26,0.250033478,7.500878261,5.75077
,,,,,,
1,2,C1,1,0.123529327,3.705826422,218.523379
1,2,C1,2,0.113028117,3.390798811,195.877727
1,2,C1,3,0.094262382,2.827829356,165.336218
1,2,C1,4,0.128031785,3.840907335,217.654034
1,2,C1,5,0.136075707,4.082210327,233.369837
1,2,C1,6,0.12064101,3.619179225,211.724972
1,2,C1,7,0.098991056,2.969690235,164.226162
1,2,C1,8,0.102483339,3.074459666,128.821557
1,2,C1,9,0.118477869,3.554284781,207.92866
1,2,C1,10,0.146191207,4.385672663,253.641745
1,2,C1,11,0.207821314,6.234547871,342.697347
1,2,C1,12,0.12927571,3.878216324,212.399991
1,2,C1,13,0.137789864,4.133639002,241.683421
